company_raw,company_normalized,official_name,factset_entity_id
Rhodia Brasil SA,rhodia brasil,Solvay S.A.,002K83-E
Vodafone Italia,vodafone italia,,002KKH-E
Vodafone,vodafone,,002KKH-E
Fundación Vodafone España,fundacion vodafone espana,,002KKH-E
Total Gas & Power Limited,total gas power,TotalEnergies SE,002KX6-E
TOTAL TRANSPORTATION LTD,total transportation,TotalEnergies SE,002KX6-E
TotalEnergies Gas & Power Limited,totalenergies gas power,TotalEnergies SE,002KX6-E
Total Express,total express,TotalEnergies SE,002KX6-E
TotalEnergies EP Brasil,totalenergies ep brasil,TotalEnergies SE,002KX6-E
TotalEnergies Marketing France,totalenergies marketing france,TotalEnergies SE,002KX6-E
TotalEnergies Wärme&Kraftstoff Deutschland,totalenergies warme kraftstoff deutschland,TotalEnergies SE,002KX6-E
TotalEnergies Marketing Deutschland,totalenergies marketing deutschland,TotalEnergies SE,002KX6-E
TotalEnergies Clientes,totalenergies clientes,TotalEnergies SE,002KX6-E
TotalEnergies Nature Based Solutions,totalenergies nature based solutions,TotalEnergies SE,002KX6-E
TotalEnergies One Tech,totalenergies one tech,TotalEnergies SE,002KX6-E
TotalEnergies Additives and Fuels Solutions,totalenergies additives and fuels solutions,TotalEnergies SE,002KX6-E
TotalEnergies Marketing Luxembourg,totalenergies marketing luxembourg,TotalEnergies SE,002KX6-E
TOTAL,total,TotalEnergies SE,002KX6-E
Total Outre Mer SA,total outre mer,TotalEnergies SE,002KX6-E
Total Marketing France,total marketing france,TotalEnergies SE,002KX6-E
Total Luxembourg,total luxembourg,TotalEnergies SE,002KX6-E
Total Additifs & Carburant Spéciaux,total additifs carburant speciaux,TotalEnergies SE,002KX6-E
TotalEnergies Marketing Nederland N.V.,totalenergies marketing nederland n v,TotalEnergies SE,002KX6-E
Total Nederland NV,total nederland,TotalEnergies SE,002KX6-E
TOTAL ENERGIES,total energies,TotalEnergies SE,002KX6-E
TotalEnergies,totalenergies,TotalEnergies SE,002KX6-E
Total Energies E&P UK Ltd,total energies e p uk,TotalEnergies SE,002KX6-E
HOTELARIA ACCORINVEST BRASIL S/A,hotelaria accorinvest brasil s a,Accor S.A.,002KZL-E
Pullman Santiago El Bosque,pullman santiago el bosque,Accor S.A.,002KZL-E
Novotel Santiago Providencia,novotel santiago providencia,Accor S.A.,002KZL-E
ACCOR,accor,Accor S.A.,002KZL-E
SWISSOTEL,swissotel,Accor S.A.,002KZL-E
Fairmont Hotels & Resorts,fairmont hotels resorts,Accor S.A.,002KZL-E
Fairmont Resorts & Hotels,fairmont resorts hotels,Accor S.A.,002KZL-E
Agilent Technologies,agilent technologies,"Agilent Technologies, Inc.",002LV5-E
Komatsu-Mitsui Maquinarias Peru S.A.,komatsu mitsui maquinarias peru s a,Komatsu Ltd.,002MQ1-E
Komatsu,komatsu,Komatsu Ltd.,002MQ1-E
Robeco Nederland B.V.,robeco nederland b v,ORIX Corporation,002N2Z-E
European Bank for Reconstruction and Development,european bank for reconstruction and development,European Bank for Reconstruction and Development (EBRD),002NKS-E
Henkel,henkel,Henkel AG & Co. KGaA,002PBB-E
IGORA ROYAL,igora royal,Henkel AG & Co. KGaA,002PBB-E
Metlife Seguros Sa,metlife seguros,"MetLife, Inc.",002PV7-E
MetLife Insurance Limited,metlife insurance,"MetLife, Inc.",002PV7-E
MetLife Australia,metlife australia,"MetLife, Inc.",002PV7-E
MetLife,metlife,"MetLife, Inc.",002PV7-E
ExxonMobil de Colombia,exxonmobil de colombia,Exxon Mobil Corporation,002Q0G-E
Exxon Mobil de Colombia SA,exxon mobil de colombia,Exxon Mobil Corporation,002Q0G-E
EXXONMOBIL DE COLOMBIA S.A.,exxonmobil de colombia s a,Exxon Mobil Corporation,002Q0G-E
EXXONMOBIL CORPORATION,exxonmobil,Exxon Mobil Corporation,002Q0G-E
EXXON MOBIL S.A.,exxon mobil s a,Exxon Mobil Corporation,002Q0G-E
Siemens AG,siemens,Siemens AG,002Q21-E
Siemens Shanghai Medical Equipment Ltd.,siemens shanghai medical equipment,Siemens AG,002Q21-E
"Siemens Electrical Apparatus Ltd., Suzhou",siemens electrical apparatus suzhou,Siemens AG,002Q21-E
Siemens Large Drives Maquinas e Soluções Ltda,siemens large drives maquinas e solucoes ltda,Siemens AG,002Q21-E
Siemens S.A.,siemens s a,Siemens AG,002Q21-E
"Siemens Ltd., China",siemens china,Siemens AG,002Q21-E
Siemens Industrial Automation Products Ltd.,siemens industrial automation products,Siemens AG,002Q21-E
Siemens Numerical Control Ltd.,siemens numerical control,Siemens AG,002Q21-E
SIEMENS MOBILITY SRL,siemens mobility,Siemens AG,002Q21-E
Siemens USA,siemens usa,Siemens AG,002Q21-E
Yunex Traffic,yunex traffic,Siemens AG,002Q21-E
Siemens Turkey,siemens turkey,Siemens AG,002Q21-E
Honeywell Indonesia,honeywell indonesia,Honeywell International Inc.,002Q2X-E
Alliance Data,alliance data,Alliance Data Systems Corporation,002RBQ-E
Belvita,belvita,"Mondelēz International, Inc.",002RNG-E
Oreo,oreo,"Mondelēz International, Inc.",002RNG-E
Mondelez,mondelez,"Mondelēz International, Inc.",002RNG-E
MONDELEZ EUROPE SCES GMBH,mondelez europe sces,"Mondelēz International, Inc.",002RNG-E
"Mondelez Foods (Suzhou) Co., Ltd.",mondelez foods suzhou,"Mondelēz International, Inc.",002RNG-E
Bare Snacks Co.,bare snacks,"Mondelēz International, Inc.",002RNG-E
Mondelez Brasil,mondelez brasil,"Mondelēz International, Inc.",002RNG-E
Mondelez France SAS,mondelez france sas,"Mondelēz International, Inc.",002RNG-E
Mondelez Europe GmbH,mondelez europe,"Mondelēz International, Inc.",002RNG-E
PRINGLES,pringles,"Mondelēz International, Inc.",002RNG-E
Mondelez International,mondelez international,"Mondelēz International, Inc.",002RNG-E
Gerdau Metaldom SA.,gerdau metaldom,Gerdau S.A.,002TC3-E
Telia Company AB,telia,Telia Company AB,002TQG-E
Telia Finland Oyj,telia finland,Telia Company AB,002TQG-E
Telstra Corporation Limited,telstra,Telstra Corporation Limited,002TQJ-E
Fastweb S.p.A.,fastweb s p a,Swisscom AG,002TZV-E
Swisscom AG,swisscom,Swisscom AG,002TZV-E
Stora Enso Oyj,stora enso,Stora Enso Oyj,002V9S-E
Exelon Generation Company,exelon generation,Exelon Corporation,002W5H-E
Exelon Const Ohio Program,exelon const ohio program,Exelon Corporation,002W5H-E
Exelon,exelon,Exelon Corporation,002W5H-E
"Netflix, Inc.",netflix,"Netflix, Inc.",002X9M-E
Netflix Entretenimento Brasil LTDA,netflix entretenimento brasil ltda,"Netflix, Inc.",002X9M-E
Netflix International B.V.,netflix international b v,"Netflix, Inc.",002X9M-E
Netflix Streaming Services International B.V.,netflix streaming services international b v,"Netflix, Inc.",002X9M-E
Oak Hill Advisors,oak hill advisors,"T. Rowe Price Group, Inc.",002XXL-E
Localiza Rent a Car S.A.,localiza rent a car s a,Localiza Rent a Car S.A.,002Y51-E
LOCALIZA FLEET,localiza fleet,Localiza Rent a Car S.A.,002Y51-E
BASF,basf,BASF SE,002YCC-E
BASF PLASTIC ADDITIVES MIDDLE EAST WLL,basf plastic additives middle east wll,BASF SE,002YCC-E
Sun Life Assurance Company of Canada (U.K.) Limited,sun life assurance of canada u k,Sun Life Financial Inc.,002YSD-E
Massachusetts Financial Services Company,massachusetts financial services,Sun Life Financial Inc.,002YSD-E
Sun Life Assurance Company of Canada,sun life assurance of canada,Sun Life Financial Inc.,002YSD-E
Sun Life,sun life,Sun Life Financial Inc.,002YSD-E
Pearson,pearson,Pearson plc,002ZV7-E
NatWest Group Operations,natwest operations,NatWest Group plc,0030BD-E
NatWest Group,natwest,NatWest Group plc,0030BD-E
"Netgear, Inc.",netgear,"NETGEAR, Inc.",00317Y-E
Postepay,postepay,Enel S.p.A.,0031L0-E
ENEL,enel,Enel S.p.A.,0031L0-E
Enel Energia,enel energia,Enel S.p.A.,0031L0-E
Enel Insieme,enel insieme,Enel S.p.A.,0031L0-E
ENDESA ENERGIA SAU,endesa energia sau,Enel S.p.A.,0031L0-E
E Enel,e enel,Enel S.p.A.,0031L0-E
ENEL e AZUL,enel e azul,Enel S.p.A.,0031L0-E
"Enel Trade SpA, Enel Green Power SpA",enel trade enel green power,Enel S.p.A.,0031L0-E
Enel Trade SpA,enel trade,Enel S.p.A.,0031L0-E
Enel Distribuição São Paulo,enel distribuicao sao paulo,Enel S.p.A.,0031L0-E
Enel DistribuiÃ§Ã£o SÃ£o Paulo,enel distribuia a o o paulo,Enel S.p.A.,0031L0-E
Plenitude,plenitude,Enel S.p.A.,0031L0-E
Enel Américas,enel americas,Enel S.p.A.,0031L0-E
HAVAS PARIS,havas paris,Vivendi S.A.,0032JM-E
Prisma Media,prisma media,Vivendi S.A.,0032JM-E
CANAL+,canal,Vivendi S.A.,0032JM-E
CANAL+ INTERNATIONAL SAS,canal international sas,Vivendi S.A.,0032JM-E
HAVAS 08 SAS,havas 08 sas,Vivendi S.A.,0032JM-E
HAVAS PLAY,havas play,Vivendi S.A.,0032JM-E
HAVAS EVENTS,havas events,Vivendi S.A.,0032JM-E
"Vivendi, S.A.",vivendi s a,Vivendi S.A.,0032JM-E
GROUPE CANAL+ SA,groupe canal,Vivendi S.A.,0032JM-E
Canal+ Distribution,canal distribution,Vivendi S.A.,0032JM-E
Vivendi,vivendi,Vivendi S.A.,0032JM-E
CANAL+ BRAND SOLUTION,canal brand solution,Vivendi S.A.,0032JM-E
Scotiabank Peru,scotiabank peru,The Bank of Nova Scotia,0032PQ-E
Allianz SE,allianz,Allianz SE,0032RQ-E
Allianz Commercial,allianz commercial,Allianz SE,0032RQ-E
Allianz Deutschland AG,allianz deutschland,Allianz SE,0032RQ-E
Allianz Global Investors GmbH,allianz global investors,Allianz SE,0032RQ-E
Ricoh New Zealand Limited,ricoh new zealand,"Ricoh Company, Ltd.",00337J-E
Ricoh Australia Pty Ltd,ricoh australia,"Ricoh Company, Ltd.",00337J-E
SAAB,saab,Saab AB,0033BD-E
INVESCO AUSTRALIA LIMITED,invesco australia,Invesco Ltd.,0033W4-E
RIT Cap,rit cap,RIT Capital Partners plc,00353K-E
PetroChina International Company Limited,petrochina international,PetroChina Company Limited,0035C7-E
PetroChina International (Singapore) Pte. Ltd.,petrochina international singapore,PetroChina Company Limited,0035C7-E
PetroChina Fujian Marketing Company,petrochina fujian marketing,PetroChina Company Limited,0035C7-E
Petrochina Chongqing Jiangnan Sales Branch,petrochina chongqing jiangnan sales branch,PetroChina Company Limited,0035C7-E
"Yibin Petrochina Kunlun Gas Co., Ltd",yibin petrochina kunlun gas,PetroChina Company Limited,0035C7-E
Petrochina Company Limited,petrochina,PetroChina Company Limited,0035C7-E
PetroChina Company Limited Liaoning Storage and Transportation Branch,petrochina liaoning storage and transportation branch,PetroChina Company Limited,0035C7-E
Turkcell Æ’âˆžletiâ‰ˆÃ¼im Hizmetleri A.â‰ˆÃ».,turkcell æ aˆzletia ˆa1 4im hizmetleri a a ˆa,Turkcell Iletisim Hizmetleri A.S.,0035DF-E
Turkcell İletişim Hizmetleri A.Ş.,turkcell iletisim hizmetleri a s,Turkcell Iletisim Hizmetleri A.S.,0035DF-E
JPMorgan Chase,jpmorgan chase,JPMorgan Chase & Co.,0035K2-E
JPMorganChase,jpmorganchase,JPMorgan Chase & Co.,0035K2-E
"JPMorgan Chase, NA",jpmorgan chase na,JPMorgan Chase & Co.,0035K2-E
"JPMorgan Chase Bank, N.A.",jpmorgan chase bank n a,JPMorgan Chase & Co.,0035K2-E
"JPMorgan Chase Bank, National Association",jpmorgan chase bank national association,JPMorgan Chase & Co.,0035K2-E
J.P. Morgan Chase Bank N.A.,j p morgan chase bank n a,JPMorgan Chase & Co.,0035K2-E
J.P. Morgan Chase,j p morgan chase,JPMorgan Chase & Co.,0035K2-E
J.P. Morgan Private Bank,j p morgan private bank,JPMorgan Chase & Co.,0035K2-E
First Republic Bank,first republic bank,JPMorgan Chase & Co.,0035K2-E
JP Morgan Chase,jp morgan chase,JPMorgan Chase & Co.,0035K2-E
JP Chase Morgan,jp chase morgan,JPMorgan Chase & Co.,0035K2-E
"Fluor Enterprises, Inc.",fluor enterprises,Fluor Corporation,0035XX-E
Fluor Corporation,fluor,Fluor Corporation,0035XX-E
Constellation,constellation,Constellation Software Inc.,0036D6-E
Delta Electronics Inc,delta electronics,"Delta Electronics, Inc.",0036S8-E
"ABB Xiamen Low Voltage Equipment Co., Ltd.",abb xiamen low voltage equipment,ABB Ltd,0036X2-E
"ABB Xiamen Switchgear Co., Ltd.",abb xiamen switchgear,ABB Ltd,0036X2-E
"ABB Xiamen Smart Technology Co., Ltd.",abb xiamen smart technology,ABB Ltd,0036X2-E
ABB Xinhui Low Voltage Switchgear Company Ltd.,abb xinhui low voltage switchgear,ABB Ltd,0036X2-E
"ABB Xiamen Corporation Management Service Co., Ltd",abb xiamen management service,ABB Ltd,0036X2-E
ABB Electrical Machines Ltd.,abb electrical machines,ABB Ltd,0036X2-E
ABB LV Installation Materials Co. Ltd. Beijing,abb lv installation materials beijing,ABB Ltd,0036X2-E
ABB India Limited,abb india,ABB Ltd,0036X2-E
ABB FIA Formula E,abb fia formula e,ABB Ltd,0036X2-E
ABB,abb,ABB Ltd,0036X2-E
Energieversorgung Mittelrhein AG,energieversorgung mittelrhein,E.ON SE,003715-E
eprimo GmbH,eprimo,E.ON SE,003715-E
E.ON SE,e on,E.ON SE,003715-E
E.ON ENERGIE DEUTSCHLAND GmbH,e on energie deutschland,E.ON SE,003715-E
E.ON Ruhrgas AG,e on ruhrgas,E.ON SE,003715-E
E WIE Einfach GmbH,e wie einfach,E.ON SE,003715-E
E.ON Energy Sales GmbH,e on energy sales,E.ON SE,003715-E
Npower,npower,E.ON SE,003715-E
Essent België,essent belgie,E.ON SE,003715-E
E.ON HungÂ·ria Energetikai Zrt.,e on hunga ria energetikai zrt,E.ON SE,003715-E
E.ON Group Innovation GmbH,e on innovation,E.ON SE,003715-E
Essent B2C,essent b2c,E.ON SE,003715-E
LichtBlick,lichtblick,E.ON SE,003715-E
E.ON Vertrieb Deutschland GmbH,e on vertrieb deutschland,E.ON SE,003715-E
LichtBllick SE,lichtbllick,E.ON SE,003715-E
Mastercard Chile,mastercard chile,Mastercard Incorporated,0038M5-E
Mastercard International Incorporated,mastercard international,Mastercard Incorporated,0038M5-E
MasterCard,mastercard,Mastercard Incorporated,0038M5-E
Vocalink,vocalink,Mastercard Incorporated,0038M5-E
Mastercard Asia/Pacific (Australia) Pty Ltd,mastercard asia pacific australia,Mastercard Incorporated,0038M5-E
ECO MasterCard,eco mastercard,Mastercard Incorporated,0038M5-E
Big Lots,big lots,"Big Lots, Inc.",0038QK-E
Acuity Brands Lighting,acuity brands lighting,"Acuity Brands, Inc.",0039G8-E
BUNGE LODERS CROKLAAN OILS SDN BHD,bunge loders croklaan oils,Bunge Limited,003B1C-E
CenterPoint Energy,centerpoint energy,"CenterPoint Energy, Inc.",003DJY-E
TransAlta Corporation,transalta,TransAlta Corporation,003FXF-E
Abengoa S.A.,abengoa s a,"Abengoa, S.A.",003G1Q-E
Abengoa Bioenergy Trading Europe,abengoa bioenergy trading europe,"Abengoa, S.A.",003G1Q-E
Novo Nordisk,novo nordisk,Novo Nordisk A/S,003G89-E
Novo Nordisk Farmacâˆšâ„¢utica do Brasil Ltda,novo nordisk farmacaˆsa utica do brasil ltda,Novo Nordisk A/S,003G89-E
Novo Nordisk Farmaceutica Limitada,novo nordisk farmaceutica limitada,Novo Nordisk A/S,003G89-E
Novo Nordisk Pharma Argentina S.A.,novo nordisk pharma argentina s a,Novo Nordisk A/S,003G89-E
Novo Nordisk A/S,novo nordisk a s,Novo Nordisk A/S,003G89-E
"China Resources Snow Breweries（Liaoning）Co.,Ltd.",china resources snow breweries liaoning,China Resources Beer (Holdings) Company Limited,003HQP-E
ENDESA ENERGIA SA,endesa energia,"Endesa, S.A.",003HR3-E
Endesa,endesa,"Endesa, S.A.",003HR3-E
ENDESA S.A.,endesa s a,"Endesa, S.A.",003HR3-E
ENDESA GENERACIÓN SAU,endesa generacion sau,"Endesa, S.A.",003HR3-E
Grupo Mapfre,grupo mapfre,"Mapfre, S.A.",003HWW-E
"FUNESPAÑA DOS, S.L.",funespana dos s l,"Mapfre, S.A.",003HWW-E
MAPFRE SEGUROS GERAIS AS,mapfre seguros gerais,"Mapfre, S.A.",003HWW-E
Mapfre Seguros Gerais S.A.,mapfre seguros gerais s a,"Mapfre, S.A.",003HWW-E
Chloé,chloe,Compagnie Financière Richemont S.A.,003J1Y-E
Richemont International SA,richemont international,Compagnie Financière Richemont S.A.,003J1Y-E
Alfred Dunhill Limited,alfred dunhill,Compagnie Financière Richemont S.A.,003J1Y-E
Richemont,richemont,Compagnie Financière Richemont S.A.,003J1Y-E
VAN CLEEF & ARPELS,van cleef arpels,Compagnie Financière Richemont S.A.,003J1Y-E
Chloé SAS,chloe sas,Compagnie Financière Richemont S.A.,003J1Y-E
Cartier SA,cartier,Compagnie Financière Richemont S.A.,003J1Y-E
Mandarin Oriental Santiago,mandarin oriental santiago,Jardine Matheson Holdings Limited,003J2M-E
Spirent Communications,spirent communications,Spirent Communications plc,003J3Q-E
SBI - Digital Banking & Transformation Team,sbi digital banking transformation team,State Bank of India,003J3S-E
Heineken,heineken,Heineken N.V.,003J84-E
Heineken Entreprise,heineken entreprise,Heineken N.V.,003J84-E
Sembcorp Industries Ltd,sembcorp industries,Sembcorp Industries Ltd,003J9N-E
Standard Chartered Bank,standard chartered bank,Standard Chartered PLC,003J9T-E
Standard Chartered,standard chartered,Standard Chartered PLC,003J9T-E
3form,3form,Hunter Douglas N.V.,003JJX-E
"ITC Mughal, Agra",itc mughal agra,ITC Limited,003JK0-E
"ITC Grand Chola, Chennai",itc grand chola chennai,ITC Limited,003JK0-E
ITC Rajputana,itc rajputana,ITC Limited,003JK0-E
ITC Maratha,itc maratha,ITC Limited,003JK0-E
ITC Gardenia,itc gardenia,ITC Limited,003JK0-E
ITC Grand Central,itc grand central,ITC Limited,003JK0-E
Welcomhotel By ITC Hotels,welcomhotel by itc hotels,ITC Limited,003JK0-E
ITC Welcomhotel Chennai,itc welcomhotel chennai,ITC Limited,003JK0-E
ITC Grand Chola,itc grand chola,ITC Limited,003JK0-E
ITC Mughal,itc mughal,ITC Limited,003JK0-E
ITC LIMITED,itc,ITC Limited,003JK0-E
PageGroup,pagegroup,PageGroup plc,003JK8-E
Michael Page International Recruitment Ltd,michael page international recruitment,PageGroup plc,003JK8-E
OMV Gas Marketing & Trading GmbH,omv gas marketing trading,OMV Aktiengesellschaft,003JKC-E
Pernaud Ricard,pernaud ricard,Pernod Ricard S.A.,003JKK-E
Pernod Ricard UK Ltd,pernod ricard uk,Pernod Ricard S.A.,003JKK-E
Pernod Ricard,pernod ricard,Pernod Ricard S.A.,003JKK-E
Pernod Ricard Brasil,pernod ricard brasil,Pernod Ricard S.A.,003JKK-E
Pernod Ricard Finland Oy,pernod ricard finland oy,Pernod Ricard S.A.,003JKK-E
Ambipar Group Atendimento Klabin - Ortigueira,ambipar atendimento klabin ortigueira,Klabin S.A.,003JLR-E
Inova Klabin,inova klabin,Klabin S.A.,003JLR-E
Lufthansa Group,lufthansa,Deutsche Lufthansa AG,003JN9-E
"Bimbo QSR US, LLC",bimbo qsr us,"Gruma, S.A.B. de C.V.",003JNQ-E
Pluto LNG Project,pluto lng project,Woodside Petroleum Ltd,003JR4-E
Bradesco,bradesco,Banco Bradesco S.A.,003JR8-E
BANCO BRADESCO S.A.,banco bradesco s a,Banco Bradesco S.A.,003JR8-E
Bradesco Seguros,bradesco seguros,Banco Bradesco S.A.,003JR8-E
Banco Bradesco,banco bradesco,Banco Bradesco S.A.,003JR8-E
SHISEIDO AMERICAS,shiseido americas,"Shiseido Company, Limited",003JV2-E
Honda Automobili Italia Spa,honda automobili italia,"Honda Motor Co., Ltd.",003JW8-E
Honda Aircraft Company Incorporated,honda aircraft,"Honda Motor Co., Ltd.",003JW8-E
HONDA MOTOR CO.LTD.,honda motor,"Honda Motor Co., Ltd.",003JW8-E
National Bank of Greece,national bank of greece,National Bank of Greece S.A.,003K19-E
Eletropaulo Metropolitana Eletricidade de São Paulo S.A.,eletropaulo metropolitana eletricidade de sao paulo s a,Enel Américas S.A.,003K3Q-E
Gas Natural de Lima y Callao S.A.,gas natural de lima y callao s a,Enel Américas S.A.,003K3Q-E
Gas Natural de Lima y Callao SA,gas natural de lima y callao,Enel Américas S.A.,003K3Q-E
EDP Brasil,edp brasil,Enel Américas S.A.,003K3Q-E
Telenor,telenor,Telenor Group,003K5P-E
Telenor Sverige AB,telenor sverige,Telenor Group,003K5P-E
Telenor Procurement Company Pte Ltd,telenor procurement,Telenor Group,003K5P-E
Toyota Otomotiv Sanayi Turkiye A.S.,toyota otomotiv sanayi turkiye a s,Toyota Motor Corporation,003K89-E
Toyota Otomotiv Sanayi Turkiye AS,toyota otomotiv sanayi turkiye,Toyota Motor Corporation,003K89-E
Toyota Otomotiv A.S.,toyota otomotiv a s,Toyota Motor Corporation,003K89-E
CMI Toyota,cmi toyota,Toyota Motor Corporation,003K89-E
Toyota del Perú,toyota del peru,Toyota Motor Corporation,003K89-E
Toyota Motor North America,toyota motor north america,Toyota Motor Corporation,003K89-E
Toyota Peru,toyota peru,Toyota Motor Corporation,003K89-E
ToyotaMX,toyotamx,Toyota Motor Corporation,003K89-E
HIBRIDOS ELECTRICOS_TOYOTA_SEDÂ¡N-SUV_MX_ENE_FEB_MAR_GREEN,hibridos electricos_toyota_seda n suv_mx_ene_feb_mar_green,Toyota Motor Corporation,003K89-E
TOYOTA MOTOR CORPORATION / HO TAI MOTOR CO. LTD.,toyota motor ho tai motor,Toyota Motor Corporation,003K89-E
TOYOTA MOTOR CORPORATION.,toyota motor,Toyota Motor Corporation,003K89-E
Toyota New Zealand Limited,toyota new zealand,Toyota Motor Corporation,003K89-E
Toyota Motor Europe NV/SA Brussels Belgium,toyota motor europe brussels belgium,Toyota Motor Corporation,003K89-E
Enterprise,enterprise,Enterprise Products Partners L.P.,003K8X-E
TATA POWER SOLAR SYSTEMS LIMITED,tata power solar systems,The Tata Power Company Limited,003K9R-E
VINCI Construction UK Ltd,vinci construction uk,Vinci SA,003K9V-E
"ANA - Aeroportos de Portugal, S.A.",ana aeroportos de portugal s a,Vinci SA,003K9V-E
Imperial Tobacco Canada Limited,imperial tobacco canada,Imperial Brands PLC,003KF1-E
Bombardier Recreational Products,bombardier recreational products,Bombardier Inc.,003KGN-E
Bombardier Inc,bombardier,Bombardier Inc.,003KGN-E
Origin Energy Limited,origin energy,Origin Energy Limited,003KJL-E
OTE GROUP,ote,Hellenic Telecommunications Organization S.A. (OTE Group),003KSM-E
JetBlue Airways Corporation,jetblue airways,JetBlue Airways Corporation,003KSV-E
JetBlue,jetblue,JetBlue Airways Corporation,003KSV-E
Equinor ASA,equinor,Equinor ASA,003KTP-E
HDFC Bank Branding Team,hdfc bank branding team,HDFC Bank Limited,003L7K-E
China Steel Corporation,china steel,China Steel Corporation,003L88-E
Manulife,manulife,Manulife Financial Corporation,003L9F-E
Siemens Gamesa Renewable Energy S.A.,siemens gamesa renewable energy s a,Siemens Gamesa Renewable Energy S.A.,003LD3-E
PETROBRAS,petrobras,Petróleo Brasileiro S.A.,003LG0-E
Ambipar Group Petrobrás,ambipar petrobras,Petróleo Brasileiro S.A.,003LG0-E
Petrobras Colombia Combustibles S.A.,petrobras colombia combustibles s a,Petróleo Brasileiro S.A.,003LG0-E
MMN per Campari,mmn per campari,Davide Campari-Milano N.V.,003LKT-E
Campari,campari,Davide Campari-Milano N.V.,003LKT-E
NH Hotel Group S.A,nh hotel s a,NH Hotel Group S.A.,003LLD-E
MKTG Group,mktg,Dentsu Group Inc.,003LPK-E
Dentsu UK (Next),dentsu uk next,Dentsu Group Inc.,003LPK-E
City Developments Limited,city developments,City Developments Limited (CDL),003LXT-E
Altius Minerals Corporation,altius minerals,Altius Minerals Corporation,003M92-E
ALTIUS,altius,Altius Minerals Corporation,003M92-E
mm Group Sales & Marketing GmbH,mm sales marketing,Mayer-Melnhof Karton AG,003MGT-E
ANZ,anz,Australia and New Zealand Banking Group Limited,003MPQ-E
Australia and New Zealand Banking Group Ltd,australia and new zealand banking,Australia and New Zealand Banking Group Limited,003MPQ-E
Stantec Inc.,stantec,Stantec Inc.,003MYN-E
Stantec Consulting Services Inc,stantec consulting services,Stantec Inc.,003MYN-E
CAE Inc.,cae,CAE Inc.,003N1G-E
Avery Zweckform GmbH,avery zweckform,CCL Industries Inc.,003N20-E
CCL Label Meerane GmbH,ccl label meerane,CCL Industries Inc.,003N20-E
CCL Secure Ltd,ccl secure,CCL Industries Inc.,003N20-E
Mackenzie Financial Corporation,mackenzie financial,Power Corporation of Canada,003N6X-E
Power Corporation of Canada,power of canada,Power Corporation of Canada,003N6X-E
Maple Leaf Foods Inc.,maple leaf foods,Maple Leaf Foods Inc.,003NJ1-E
Greenleaf Foods SPC,greenleaf foods spc,Maple Leaf Foods Inc.,003NJ1-E
HâˆšÂ©roux-Devtek Inc- IngâˆšÂ©nâˆšÂ©rie,haˆsa roux devtek ingaˆsa naˆsa rie,HÃ©roux-Devtek Inc.,003NYT-E
Héroux-Devtek Inc.,heroux devtek,HÃ©roux-Devtek Inc.,003NYT-E
ICI,ici,Akzo Nobel N.V.,003P6Z-E
Akzo Nobel Chemicals,akzo nobel chemicals,Akzo Nobel N.V.,003P6Z-E
Akzo Nobel Ltda,akzo nobel ltda,Akzo Nobel N.V.,003P6Z-E
Fletcher Concrete & Infrastructure Ltd,fletcher concrete infrastructure,Fletcher Building Limited,003PC2-E
VIBRA ENERGIA S.A,vibra energia s a,Vibra Energia S.A.,003PGL-E
Vibra Energia,vibra energia,Vibra Energia S.A.,003PGL-E
ATOS ARGENTINA SA,atos argentina,Atos SE,003PTZ-E
ATOS,atos,Atos SE,003PTZ-E
ATOS INTERNATIONAL SAS,atos international sas,Atos SE,003PTZ-E
Atos International,atos international,Atos SE,003PTZ-E
Atos / EcoAct,atos ecoact,Atos SE,003PTZ-E
Fabasoft International Services GmbH,fabasoft international services,Flughafen Wien AG,003PYT-E
Seqirus,seqirus,CSL Limited,003Q91-E
Atkins/SNC Lavalin UK & Europe,atkins snc lavalin uk europe,SNC-Lavalin Group Inc.,003QDH-E
JAGUAR E LAND ROVER BRASIL INDâˆšÃ¶STRIA E COMâˆšÃ¢RCIO DE VEâˆšÃ§CULOS LTDA.,jaguar e land rover brasil indaˆsa stria e comaˆsa rcio de veaˆsa culos ltda,Tata Motors Limited,003QDR-E
Jaguar Land Rover Brasil Indâˆšâˆ«stria e ComâˆšÂ©rcio de Veâˆšâ‰ culos Ltda,jaguar land rover brasil indaˆsaˆ stria e comaˆsa rcio de veaˆsa culos ltda,Tata Motors Limited,003QDR-E
Jaguar Land Rover,jaguar land rover,Tata Motors Limited,003QDR-E
JAGUAR E LAND ROVER BRASIL INDÃšSTRIA E COMÃ‰RCIO DE VEÃCULOS LTDA,jaguar e land rover brasil indasstria e coma rcio de vea culos ltda,Tata Motors Limited,003QDR-E
TML PVT LTD,tml pvt,Tata Motors Limited,003QDR-E
Swedbank AB,swedbank,Swedbank AB,003QPZ-E
Ölands Bank AB,olands bank,Swedbank AB,003QPZ-E
Swire Pacific Offshore Operations (Pte) Ltd,swire pacific offshore operations,Swire Pacific Limited,003S4P-E
Cathay Pacific Airways Limited,cathay pacific airways,Swire Pacific Limited,003S4P-E
ABG Sundal Collier,abg sundal collier,ABG Sundal Collier Holding ASA,003SKZ-E
Lion Nathan Australia Pty Ltd,lion nathan australia,"Kirin Holdings Company, Limited",003SXG-E
New Belgium Brewing,new belgium brewing,"Kirin Holdings Company, Limited",003SXG-E
