company_raw,company_normalized,official_name,factset_entity_id
HANKOOK TIRE&TECHNOLOGY CO LTD,hankook tire technology,"Hankook Tire & Technology Co., Ltd.",0CSJHY-E
Telefonica Germany,telefonica germany,Telefónica Deutschland Holding AG,0CT53K-E
O2,o2,Telefónica Deutschland Holding AG,0CT53K-E
Globant,globant,Globant S.A.,0CXZF5-E
WPP 2005 Limited,wpp 2005,WPP plc,0CY4NZ-E
WPP plc,wpp,WPP plc,0CY4NZ-E
MediaCom USA,mediacom usa,WPP plc,0CY4NZ-E
Magseis Fairfield ASA,magseis fairfield,Magseis Fairfield ASA,0CYKFN-E
Nouveau Monde Graphite,nouveau monde graphite,Nouveau Monde Graphite Inc.,0CYN3M-E
Snap Inc.,snap,Snap Inc.,0D029B-E
Zomato Limited,zomato,Zomato Limited,0D0Q79-E
Arena REIT,arena reit,Arena REIT,0D5F43-E
Steadfast Group Limited,steadfast,Steadfast Group Limited,0D72GS-E
AON Corretora de Seguros,aon corretora de seguros,Aon plc,0D7CFN-E
CNH Industrial,cnh industrial,CNH Industrial N.V.,0D7GLM-E
Montrose Environmental Group Inc,montrose environmental,"Montrose Environmental Group, Inc.",0D7T78-E
"NYSE Group, Inc",nyse,"Intercontinental Exchange, Inc.",0D819X-E
NYSE Euronext,nyse euronext,"Intercontinental Exchange, Inc.",0D819X-E
LABORATOIRE PERRIGO FRANCE,laboratoire perrigo france,Perrigo Company plc,0D8QKN-E
Central Nic,central nic,CentralNic Group PLC,0D9NGW-E
WiseTech Global Pty Ltd,wisetech global,WiseTech Global Limited,0D9S22-E
MERCATOR MEDICAL S.A.,mercator medical s a,Mercator Medical S.A.,0DDWZJ-E
"Guangdong Marubi Biotechnology Co., Ltd.",guangdong marubi biotechnology,"Guangdong Marubi Biotechnology Co., Ltd.",0DJ6YJ-E
PT Bank Aladin Syariah Tbk,pt bank aladin syariah,,0DJ78K-E
Munters AB,munters,Munters Group AB,0DK7WJ-E
Munters Europe AB,munters europe,Munters Group AB,0DK7WJ-E
SG Fleet Solutions UK Ltd,sg fleet solutions uk,SG Fleet Group Ltd.,0DLBTB-E
SG Fleet Australia,sg fleet australia,SG Fleet Group Ltd.,0DLBTB-E
Amplitude,amplitude,"Amplitude, Inc.",0DMMXZ-E
lastminute.com,lastminute com,lastminute.com N.V.,0DMTWW-E
Edreams Odigeo,edreams odigeo,eDreams ODIGEO,0DMWKM-E
OOH!MEDIA LIMITED,ooh media,oOh!media Limited,0DN0NS-E
oOh!Media Street Furniture New Zealand Limited,ooh media street furniture new zealand,oOh!media Limited,0DN0NS-E
IndiGo,indigo,InterGlobe Aviation Limited,0DNV5M-E
Fenix Outdoor International AG,fenix outdoor international,Fenix Outdoor International AG,0DPQ6T-E
Fenix Outdoor,fenix outdoor,Fenix Outdoor International AG,0DPQ6T-E
Fenix Outdoor and Fjällräven,fenix outdoor and fjallraven,Fenix Outdoor International AG,0DPQ6T-E
B&M,b m,B&M European Value Retail S.A.,0DQ86S-E
Wolt,wolt,"DoorDash, Inc.",0DQBJB-E
"DoorDash, Inc",doordash,"DoorDash, Inc.",0DQBJB-E
"Qingdao Port International Logistics Co., Ltd.",qingdao port international logistics,"Qingdao Port International Co., Ltd.",0DQCMC-E
Informa Exhibitions,informa exhibitions,Informa plc,0DQN9B-E
Osisko Gold Royalties Ltd,osisko gold royalties,Osisko Gold Royalties Ltd.,0DQRQP-E
"Medtronic, Inc.",medtronic,Medtronic plc,0DRH2W-E
Sukin Australia Pty Ltd,sukin australia,BWX Limited,0DT7Z3-E
Growens S.p.A.,growens s p a,Growens S.p.A.,0DTM1T-E
"CGN New Energy Investment (Shenzhen) Co., Ltd.",cgn new energy investment shenzhen,"CGN Power Co., Ltd.",0DWC07-E
Global Fashion Group S.A.,global fashion s a,Global Fashion Group S.A.,0DWDBB-E
Sureserve Group Ltd,sureserve,Sureserve Group plc,0DXZ08-E
FeverTree Ltd,fevertree,Fever-Tree Drinks plc,0DYL69-E
Gmp Property SOCIMI S.A.,gmp property socimi s a,"GMP Property SOCIMI, S.A.",0DYP00-E
Lovisa,lovisa,Lovisa Holdings Limited,0F0DVL-E
HUTCHISON LOGISTICS (SHANGHAI) LTD,hutchison logistics shanghai,CK Hutchison Holdings Limited,0F915C-E
Kinovo Plc,kinovo,Kinovo plc,0FB2CF-E
Enento Group Plc,enento,Enento Group Oyj,0FCNRG-E
NetEnt,netent,Evolution AB,0FCVVV-E
Kraft/Heinz,kraft heinz,The Kraft Heinz Company,0FFB5P-E
DORMA Deutschland GmbH,dorma deutschland,dormakaba Holding AG,0FJ3J7-E
Holcim,holcim,Holcim Ltd.,0FKYKN-E
Holcim Belgique,holcim belgique,Holcim Ltd.,0FKYKN-E
Holcim (Australia) Pty Ltd,holcim australia,Holcim Ltd.,0FKYKN-E
Lindblad Expeditions,lindblad expeditions,"Lindblad Expeditions Holdings, Inc.",0FL0RD-E
REF HOLDINGS LIMITED,ref,REF Holdings Limited,0FM0WX-E
"Shanghai Pacific Millennium Packaging & Paper Industries Co., Ltd.",shanghai pacific millennium packaging paper industries,Pacific Millennium Packaging Group Corporation,0FMMKF-E
"Suzhou Pacific Millennium Packaging & Paper Industries Co., Ltd.",suzhou pacific millennium packaging paper industries,Pacific Millennium Packaging Group Corporation,0FMMKF-E
"Nanjing Pacific Millennium Packaging & Paper Industries Co., Ltd.",nanjing pacific millennium packaging paper industries,Pacific Millennium Packaging Group Corporation,0FMMKF-E
"Tianjin Pacific Millennium Packaging & Paper Industries Co., Ltd.",tianjin pacific millennium packaging paper industries,Pacific Millennium Packaging Group Corporation,0FMMKF-E
"Qingdao Pacific Millennium Packaging & Paper Industries Co., Ltd.",qingdao pacific millennium packaging paper industries,Pacific Millennium Packaging Group Corporation,0FMMKF-E
"Dalian Pacific Millennium Packaging & Paper Industries Co., Ltd.",dalian pacific millennium packaging paper industries,Pacific Millennium Packaging Group Corporation,0FMMKF-E
"Zhejiang Pacific Millennium Packaging & Paper Industries Co., Ltd.",zhejiang pacific millennium packaging paper industries,Pacific Millennium Packaging Group Corporation,0FMMKF-E
"Wuhu Pacific Millennium Packaging & Paper Industries Co., Ltd.",wuhu pacific millennium packaging paper industries,Pacific Millennium Packaging Group Corporation,0FMMKF-E
Kainos,kainos,Kainos Group plc,0FMVMK-E
Kainos Software Limited,kainos software,Kainos Group plc,0FMVMK-E
XPS Pensions Group PLC,xps pensions,XPS Pensions Group Plc.,0FNTXC-E
ADANI GREEN ENERGY UP LTD,adani green energy up,Adani Green Energy Limited,0FPHR1-E
ADANI GREEN ENERGY LTD,adani green energy,Adani Green Energy Limited,0FPHR1-E
Google Cloud,google cloud,Alphabet Inc.,0FPWZZ-E
Google,google,Alphabet Inc.,0FPWZZ-E
Google Cloud Summit,google cloud summit,Alphabet Inc.,0FPWZZ-E
Google France,google france,Alphabet Inc.,0FPWZZ-E
SK Pharmteco,sk pharmteco,SK Inc.,0FQ996-E
Caixa Seguridade Participações S.A.,caixa seguridade participacoes s a,Caixa Seguridade Participações S.A.,0FR25Z-E
Dentsply Sirona Inc,dentsply sirona,DENTSPLY SIRONA Inc.,0FRZ52-E
Inter,inter,Intertrust N.V.,0FS8HP-E
GNA AXLES LIMITED,gna axles,GNA Axles Limited,0FSL7G-E
Erlebnis Akademie AG,erlebnis akademie,Erlebnis Akademie AG,0FV08S-E
Hostelworld Group,hostelworld,Hostelworld Group,0FVC5G-E
Molten Ventures plc,molten ventures,Molten Ventures Plc,0FXSX5-E
Draper Esprit plc,draper esprit,Molten Ventures Plc,0FXSX5-E
Compagnia dei Caraibi Spa,compagnia dei caraibi,Compagnia dei Caraibi S.p.A.,0FY7WG-E
Willis Towers Watson Limited,willis towers watson,Willis Towers Watson Public Limited Company,0FYWQL-E
Avanrid-Klamath Expansion Project,avanrid klamath expansion project,"Avangrid, Inc.",0FZ1HS-E
PPM Energy-Klamath,ppm energy klamath,"Avangrid, Inc.",0FZ1HS-E
Avangrid-Klamath Generation Peakers True Up,avangrid klamath generation peakers true up,"Avangrid, Inc.",0FZ1HS-E
Avangrid-Klamath Generation Peakers,avangrid klamath generation peakers,"Avangrid, Inc.",0FZ1HS-E
Spark Energy Gas,spark energy gas,"SPI Energy Co., Ltd.",0FZZWN-E
Ascential,ascential,Ascential plc,0G09LC-E
Chubb Limited Group,chubb,Chubb Limited,0G0L3Q-E
Flutter Entertainment,flutter entertainment,Flutter Entertainment plc,0G1LBR-E
Geotérmica del Norte S.A.,geotermica del norte s a,Enel Chile S.A.,0G1NL4-E
Enel Chile,enel chile,Enel Chile S.A.,0G1NL4-E
COMPANHIA DE LOCACAO DAS AMERICAS,companhia de locacao das americas,Movida Participações S.A.,0G1RKD-E
Movida,movida,Movida Participações S.A.,0G1RKD-E
NAGA,naga,NAGA Group AG,0G21ZJ-E
Just Group Ltd,just,Just Group plc,0G56JR-E
Funding Circle Ltd,funding circle,Funding Circle Holdings plc,0G5P66-E
Beazley,beazley,Beazley plc,0G5TYV-E
Motorpoint PLC,motorpoint,Motorpoint Group PLC,0G7YD3-E
Uniper Energy Sales GmbH,uniper energy sales,Uniper SE,0G7ZV9-E
Signify BV,signify,Signify N.V.,0G833T-E
Philips Lighting B.V.,philips lighting b v,Signify N.V.,0G833T-E
Lundin Energy Norway AS,lundin energy norway,Aker BP ASA,0GB1DL-E
Lundin Energy,lundin energy,Aker BP ASA,0GB1DL-E
TOTAL TRANSPORT SYSTEMS LTD,total transport systems,Total Transport Systems Ltd.,0GCJZW-E
Delhaize Le Lion,delhaize le lion,Koninklijke Ahold Delhaize N.V.,0GF794-E
Hannaford Supermarkets,hannaford supermarkets,Koninklijke Ahold Delhaize N.V.,0GF794-E
Ahold Delhaize USA,ahold delhaize usa,Koninklijke Ahold Delhaize N.V.,0GF794-E
EMC Corporation,emc,Dell Technologies Inc.,0GGD8K-E
Dell Technologies,dell technologies,Dell Technologies Inc.,0GGD8K-E
VMware,vmware,Dell Technologies Inc.,0GGD8K-E
Dell,dell,Dell Technologies Inc.,0GGD8K-E
ABI (UK) Limited,abi uk,Anheuser-Busch InBev SA/NV,0GH7WP-E
Carlton United Brewers,carlton united brewers,Anheuser-Busch InBev SA/NV,0GH7WP-E
"Anheuser-Busch InBev (Jinzhou) Brewery Co., Ltd.",anheuser busch inbev jinzhou brewery,Anheuser-Busch InBev SA/NV,0GH7WP-E
AB InBev,inbev,Anheuser-Busch InBev SA/NV,0GH7WP-E
AB INBEV FRANCE,inbev france,Anheuser-Busch InBev SA/NV,0GH7WP-E
Anheuser-Busch,anheuser busch,Anheuser-Busch InBev SA/NV,0GH7WP-E
Anheuser Busch InBev,anheuser busch inbev,Anheuser-Busch InBev SA/NV,0GH7WP-E
Shop Apotheke,shop apotheke,Shop Apotheke Europe N.V.,0GJL4Z-E
Shop-Apotheke Service B.V.,shop apotheke service b v,Shop Apotheke Europe N.V.,0GJL4Z-E
Shop-Apotheke Services B. V.,shop apotheke services b v,Shop Apotheke Europe N.V.,0GJL4Z-E
Shop Apotheke B.V.,shop apotheke b v,Shop Apotheke Europe N.V.,0GJL4Z-E
SHOP APOTHEKE EUROPE,shop apotheke europe,Shop Apotheke Europe N.V.,0GJL4Z-E
Vistra Corp,vistra,Vistra Corp.,0GL3K3-E
Inghams Enterprises (NZ) Pty Ltd,inghams enterprises nz,Inghams Group Limited,0GLBLQ-E
Inghams Group Limited,inghams,Inghams Group Limited,0GLBLQ-E
ConvaTec Ltd,convatec,ConvaTec Group Plc,0GM4KG-E
Embracer Group,embracer,Embracer Group AB,0GMC9K-E
Creo medical,creo medical,Creo Medical Group PLC,0GNWBD-E
SurveyMonkey,surveymonkey,Momentive Global Inc.,0GQKH2-E
BORR Drilling,borr drilling,Borr Drilling Limited,0GQLJG-E
BORR Drilling Management (UK),borr drilling management uk,Borr Drilling Limited,0GQLJG-E
Banco BPM S.p.A,banco bpm s p a,Banco BPM S.p.A.,0GR6NB-E
Gruppo Banco BPM,gruppo banco bpm,Banco BPM S.p.A.,0GR6NB-E
Urb-it,urb it,Urb-it AB,0GR7BF-E
Airthings ASA,airthings,,0GRJ6K-E
"Contemporary Amperex Technology Co., Limited",contemporary amperex technology,"Contemporary Amperex Technology Co., Limited",0GT2WV-E
"Guangdong Brunp Recycling Technology Co.,Ltd.",guangdong brunp recycling technology,"Contemporary Amperex Technology Co., Limited",0GT2WV-E
"Yichang Brunp Recycling Technology Co.,Ltd.",yichang brunp recycling technology,"Contemporary Amperex Technology Co., Limited",0GT2WV-E
Guangdong Ruiqing Contemporary Amperex Technology Limited,guangdong ruiqing contemporary amperex technology,"Contemporary Amperex Technology Co., Limited",0GT2WV-E
Chengdu Xinjin Contemporary Amperex Technology Limited,chengdu xinjin contemporary amperex technology,"Contemporary Amperex Technology Co., Limited",0GT2WV-E
"Jiangsu Contemporary Amperex Technology Co., Limited",jiangsu contemporary amperex technology,"Contemporary Amperex Technology Co., Limited",0GT2WV-E
"CATL-GAC EV Battery Co., Limited",catl gac ev battery,"Contemporary Amperex Technology Co., Limited",0GT2WV-E
Yichun Contemporary Amperex Technology Limited,yichun contemporary amperex technology,"Contemporary Amperex Technology Co., Limited",0GT2WV-E
"Sichuan Contemporary Amperex Technology Co., Limited",sichuan contemporary amperex technology,"Contemporary Amperex Technology Co., Limited",0GT2WV-E
"Contemporary Amperex Technology (GuiZhou) Co., Ltd.",contemporary amperex technology guizhou,"Contemporary Amperex Technology Co., Limited",0GT2WV-E
"Catl-geely ev(sichuan)battery co. ,Limited",catl geely ev sichuan battery,"Contemporary Amperex Technology Co., Limited",0GT2WV-E
Prosegur Cash,prosegur cash,"Prosegur Cash, S.A.",0GTVHN-E
Verallia,verallia,Verallia,0GY5CP-E
Verallia Packaging,verallia packaging,Verallia,0GY5CP-E
Essity Turkey Hijyen Ürünleri San.Ve Tic. A.Ş.,essity turkey hijyen urunleri san ve tic a s,Essity AB,0H1GM1-E
B3 S.A,b3 s a,"B3 S.A. - Brasil, Bolsa, BalcÃ£o",0H2HYS-E
Vista Energy,vista energy,"Vista Energy, S.A.B. de C.V.",0H393K-E
Siemens Energy Global GmbH & Co. KG,siemens energy global kg,Siemens Energy AG,0H3J8P-E
SIEMENS ENERGY TRANSFORMERS SRL,siemens energy transformers,Siemens Energy AG,0H3J8P-E
SIEMENS ENERGY SRL,siemens energy,Siemens Energy AG,0H3J8P-E
Siemens Energy S. de R. L. de C.V.,siemens energy s de r l de c v,Siemens Energy AG,0H3J8P-E
Gratifii Limited,gratifii,Gratifii Limited,0H448S-E
Razer (Asia-Pacific) Pte. Ltd.,razer asia pacific,Razer Inc.,0H5F9C-E
"Punto Fa, S.L.",punto fa s l,,0H5M1Q-E
Alpha Financial Markets Consulting PLC,alpha financial markets consulting,Alpha Financial Markets Consulting plc,0HBX5Z-E
"Greenalia, S.A.",greenalia s a,"Greenalia, S.A.",0HDSVK-E
Chocolaterie Guylian N.V.,chocolaterie guylian n v,Lotte Corporation,0HJFNP-E
Guylian Chocolaterie NV,guylian chocolaterie,Lotte Corporation,0HJFNP-E
LOTTE GLOBAL LOGISTICS CO LTD,lotte global logistics,Lotte Corporation,0HJFNP-E
CT Automotive,ct automotive,,0HKC7C-E
"nVent Electric, PLC",nvent electric,nVent Electric plc,0HKMQP-E
Equita Group S.p.A.,equita s p a,Equita Group S.p.A.,0HM1V8-E
JAMF,jamf,Jamf Holding Corp.,0HMD2R-E
"Jamf Software, LLC",jamf software,Jamf Holding Corp.,0HMD2R-E
AXA Home Security,axa home security,"Equitable Holdings, Inc.",0HMHB8-E
Mi Technovation Berhad,mi technovation berhad,Mi Technovation Berhad,0HP670-E
Mi Equipment,mi equipment,Mi Technovation Berhad,0HP670-E
Pagseguro Internet Instituição de Pagamento S.A.,pagseguro internet instituicao de pagamento s a,PagSeguro Internet S.A.,0HT5CW-E
PAGSEGURO INTERNET INSTITUIâˆšÃ¡âˆšÃ‰O DE PAGAMENTO S.A.,pagseguro internet instituiaˆsa aˆsa o de pagamento s a,PagSeguro Internet S.A.,0HT5CW-E
STONE PAGAMENTOS AS,stone pagamentos,PagSeguro Internet S.A.,0HT5CW-E
Ten Square Games S.A.,ten square games s a,Ten Square Games S.A.,0HTH2Z-E
Keurig Canada Inc.,keurig canada,Keurig Dr Pepper Inc.,0HYK76-E
Dr. Pepper Snapple Group,dr pepper snapple,Keurig Dr Pepper Inc.,0HYK76-E
NWN,nwn,Northwest Natural Holding Company,0J62CK-E
NW Natural Smart Energy Program,nw natural smart energy program,Northwest Natural Holding Company,0J62CK-E
NW Natural's Smart Energy Program,nw natural s smart energy program,Northwest Natural Holding Company,0J62CK-E
Northwest Natural,northwest natural,Northwest Natural Holding Company,0J62CK-E
NW Natural Smart Energy,nw natural smart energy,Northwest Natural Holding Company,0J62CK-E
NW Natural Miller Station,nw natural miller station,Northwest Natural Holding Company,0J62CK-E
NW Natural,nw natural,Northwest Natural Holding Company,0J62CK-E
NW Natural's Molalla Facility,nw natural s molalla facility,Northwest Natural Holding Company,0J62CK-E
Farmaè Spa,farmae,Farmaè S.p.A.,0J7RVL-E
Wyndham Hotels & Resorts,wyndham hotels resorts,"Wyndham Hotels & Resorts, Inc.",0J7VR6-E
Ramada By Wyndham,ramada by wyndham,"Wyndham Hotels & Resorts, Inc.",0J7VR6-E
Wyndham,wyndham,"Wyndham Hotels & Resorts, Inc.",0J7VR6-E
Wyndham Worldwide Operations,wyndham worldwide operations,"Wyndham Hotels & Resorts, Inc.",0J7VR6-E
Vulcan Energy Resources,vulcan energy resources,Vulcan Energy Resources Limited,0JBX35-E
"Universal Global Technology (Kunshan) Co., Ltd.",universal global technology kunshan,"ASE Technology Holding Co., Ltd.",0JH2SY-E
Advanced Semiconductor Engineering,advanced semiconductor engineering,"ASE Technology Holding Co., Ltd.",0JH2SY-E
Raiz Invest Australia Limited,raiz invest australia,Raiz Invest Limited,0JJNC1-E
Tritax Symmetry Properties,tritax symmetry properties,,0JKPCL-E
Tritax Symmetry Merseyside,tritax symmetry merseyside,,0JKPCL-E
Cellularline,cellularline,Cellularline S.p.A.,0JLJXP-E
CELLULARLINE S.p.A.,cellularline s p a,Cellularline S.p.A.,0JLJXP-E
Argo Blockchain,argo blockchain,Argo Blockchain plc,0JLYV6-E
Viva Energy Australia,viva energy australia,Viva Energy Group Limited,0JNHN6-E
Viva Energy Aviation Pty Ltd,viva energy aviation,Viva Energy Group Limited,0JNHN6-E
Sigma Mineração S.A.,sigma mineracao s a,Sigma Lithium Corporation,0JNJT1-E
INDIA PESTICIDES LIMITED,india pesticides,India Pesticides Limited,0JP9Y9-E
Guala Closures do Brasil,guala closures do brasil,Guala Closures S.p.A.,0JVPW7-E
Dow Chemical,dow chemical,Dow Inc.,0JYNXQ-E
Dow,dow,Dow Inc.,0JYNXQ-E
Westwing Group SE,westwing,Westwing Group SE,0JYQ1C-E
Bentley Adelaide,bentley adelaide,Aston Martin Lagonda Global Holdings plc,0JYTPM-E
Bentley MEAI,bentley meai,Aston Martin Lagonda Global Holdings plc,0JYTPM-E
Aston Martin Lagonda Ltd,aston martin lagonda,Aston Martin Lagonda Global Holdings plc,0JYTPM-E
Aston Martin Works Ltd,aston martin works,Aston Martin Lagonda Global Holdings plc,0JYTPM-E
CORTEVA SEEDS ARGENTINA SRL,corteva seeds argentina,"Corteva, Inc.",0K779Z-E
Noble Resources Trading Holdings Limited,noble resources trading,Noble Group Holdings Limited,0K9V1T-E
WestRock,westrock,WestRock Company,0KBSXG-E
Medacta,medacta,Medacta Group SA,0KN1ZW-E
"Otis Elevator (China) Co., Ltd.",otis elevator china,,0KQR0N-E
"Otis Elevator Manufacturing Co., Ltd.",otis elevator manufacturing,,0KQR0N-E
Adevinta,adevinta,Adevinta ASA,0KRF06-E
NATURA COSMÉTICOS S.A.,natura cosmeticos s a,Natura &Co,0L0Y50-E
Emeis Cosmetics,emeis cosmetics,Natura &Co,0L0Y50-E
Natura,natura,Natura &Co,0L0Y50-E
NATURA COSMâˆšÃ¢TICOS S.A.,natura cosmaˆsa ticos s a,Natura &Co,0L0Y50-E
Aesop,aesop,Natura &Co,0L0Y50-E
Natura Cosmetics,natura cosmetics,Natura &Co,0L0Y50-E
NATURA COSMETICOS,natura cosmeticos,Natura &Co,0L0Y50-E
Natura CosmÃ©ticos S.A,natura cosma ticos s a,Natura &Co,0L0Y50-E
The Body Shop Australia,the body shop australia,Natura &Co,0L0Y50-E
Emeis Cosmetics TA Aesop,emeis cosmetics ta aesop,Natura &Co,0L0Y50-E
M&G Corporate Services Limited,m g corporate services,M&G plc,0L2FPD-E
M&G Investments,m g investments,M&G plc,0L2FPD-E
Shark Ninja,shark ninja,JS Global Lifestyle Company Limited,0L6145-E
SharkNinja,sharkninja,JS Global Lifestyle Company Limited,0L6145-E
SRI TRANG GLOVES (THAILAND),sri trang gloves thailand,"Sri Trang Gloves (Thailand) Public Co., Ltd.",0LB5PG-E
Nickel 28 Capital Corp.,nickel 28 capital,Nickel 28 Capital Corp.,0LKLLZ-E
Triple Flag Precious Metals Corp,triple flag precious metals,Triple Flag Precious Metals Corp.,0LL342-E
FRANCAISE DES JEUX,francaise des jeux,,0LLL2H-E
La Française des jeux - FDJ,la francaise des jeux fdj,,0LLL2H-E
Lords Group Trading Plc,lords trading,Lords Group Trading plc,0LQZ30-E
Carrier Corporation,carrier,Carrier Global Corporation,0M0BWX-E
Ingersoll Rand Ltd,ingersoll rand,Ingersoll Rand Inc.,0M2SYP-E
ZoomInfo Technologies LLC,zoominfo technologies,,0M6L6M-E
"Beijing Pop Mart Cultural & Creative Co., Ltd.",beijing pop mart cultural creative,Pop Mart International Group Limited,0MF1LJ-E
Office Depot International B.V.,office depot international b v,ODP Corporation,0MJHR2-E
TPG Telecom Ltd,tpg telecom,TPG Telecom Limited,0MJHRX-E
Internode,internode,TPG Telecom Limited,0MJHRX-E
Internode Systems Pty Ltd,internode systems,TPG Telecom Limited,0MJHRX-E
"Match Group Holdings I, LLC",match i,"Match Group, Inc.",0MJPDF-E
ThoughtWorks,thoughtworks,"ThoughtWorks Holding, Inc.",0MKL64-E
Deterra Royalties Limited,deterra royalties,,0MV1FV-E
Downing Renewables & Infrastructure Trust PLC,downing renewables infrastructure trust,,0N1ZXH-E
Universal Store,universal store,,0N34F1-E
Organon,organon,,0NGNXY-E
Organon Salud S.L.,organon salud s l,,0NGNXY-E
Deliveroo Pty Ltd,deliveroo,Deliveroo plc,0NH77W-E
AES Brasil Energia S.A.,aes brasil energia s a,,0NL3PH-E
